Movie Title,Description,Genre,Cast,Studios
Inherent Vice,In Los Angeles at the turn of the 1970s drug-fueled detective Larry Doc Sportello investigates the disappearance of an ex-girlfriend.,Comedy Drama Mystery,Joaquin Phoenix Josh Brolin Owen Wilson Katherine Waterston Reese Witherspoon Benicio del Toro Jena Malone Joanna Newsom Jordan Christian Hearn Hong Chau Jeannie Berlin Maya Rudolph Michael Kenneth Williams Martin Short Sasha Pieterse Martin Donovan Eric Roberts Serena Scott Thomas Christopher Allen Nelson Sam Jaeger Timothy Simons Jillian Bell Taylor Bonin Martin Dew Shannon Collis Catherine Haena Kim Vivienne Khaledi Yvette Yates Redick Andrew Simpson Joe Dioletto Jack Kelly The Growlers Belladonna Alina Gatti Elaine Tan Wilson Bethel Anders Holm Emmet Unverzagt Erica Sullivan Eva Fisher Jackie Michele Johnson Katie Schwartz Charley Morgan Keith Jardine Delaina Mitchell Michael Cotter Peter McRobbie Shannon C. Sullivan Samantha Lemole Madison Leisle Liam Van Joosten Matt Doyle Christian Williams Jefferson Mays David Prak Amy Ferguson Emma Dumont Scott Aschenbrenner Christina Bobrowsky Peter Bonilla Gregoer Boru Marianne Bourg Toyia Brown Stu Brumbaugh Seth Cash Laura Lyon Rossi Ashleigh Biller Elizabeth Colunga Emma Cooper Nick de Graffenreid Adam Dorsey Ken Edling Jenna Emery Al Function Brandy Futch Lauren Goncher Ellen Ho Jessica Huss Robert Peoples Dallas James Christopher Karl Johnson Timothy Lally Adeana Lane Kira Legg Tracy Ann Lisa Blue LoLan Jacob Lyman Amanda Maddox Emilee Madrak Kirstin Masters Zach McMahon Chelsea OToole Shaun Parker Rodney J. Richards Philip Roosevelt Osamu Saito Joel Shock Matthew Skomo Chantal Thuy Diana Elizabeth Torres,Warner Bros. Pictures IAC Films JoAnne Sellar Productions Ghoulardi Film Company RatPac Entertainment
Maleficent,A beautiful pure-hearted young woman Maleficent has an idyllic life growing up in a peaceable forest kingdom until one day when an invading army threatens the harmony of the land. She rises to be the lands fiercest protector but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge Maleficent faces an epic battle with the invading Kings successor and as a result places a curse upon his newborn infant Aurora. As the child grows Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficents true happiness as well.,Romance Fantasy Action Adventure Family,Angelina Jolie Elle Fanning Imelda Staunton Sharlto Copley Lesley Manville Juno Temple Sam Riley Brenton Thwaites Kenneth Cranham Sarah Flind Michael Higgins Isobelle Molloy Jackson Bews Jamie Sives Angus Wright Hannah New Oliver Maltman Gary Cargill John OToole Janet McTeer Harry Attwell Mark Caven James Hicks Anthony May Stephan Chase Chris Leaney Jamie Maclachlan Vivienne Jolie-Pitt Eleanor Worthington-Cox John Macmillan Tim Treloar Peter G. Reed Marama Corlett Liam McKenna Steven Cree Sandy Fox James Ayling Raf Cross Alfred Camp Terri Douglas Damon Driver Josh Dyer Stephanie Elstob Ellis Fuller Craig Garner Alexander Gillison Victoria Gugenheim Daniel Harland Kara Lily Hayworth John Heartstone Matt Hookings Craig Izzard Ceri Jerome Zahara Jolie-Pitt Lee Edward Jones Hrvoje Klecz Karen Mkrtchyan João Costa Menezes Matthew John Morley Steven John Nice Jo Osmond Andrew James Porter Guy Potter Marc Rolfe JD Roth-Round Julian Seager Daniel Stisen Leo Suter Tom Swacha Richard Summers-Calvert,Walt Disney Pictures Roth Films
CitizenFour,In June 2013 Laura Poitras and reporter Glenn Greenwald flew to Hong Kong for the first of many meetings with Edward Snowden. She brought her camera with her.,Documentary,Edward Snowden Glenn Greenwald Laura Poitras William Binney Barack Obama Jacob Appelbaum Julian Assange Jeremy Scahill Kevin Bankston Ewen MacAskill Lindsay Mills,Praxis Films Participant HBO Documentary Films JustFilms / Ford Foundation The Bertha Foundation RADiUS-TWC
Finding Vivian Maier,Vivian Maiers photos were seemingly destined for obscurity lost among the clutter of the countless objects shed collected throughout her life. Instead these images have shaken the world of street photography and irrevocably changed the life of the man who brought them to the public eye. This film brings to life the interesting turns and travails of the improbable saga of John Maloofs discovery of Vivian Maier unravelling this mysterious tale through her documentary films photographs odd collections and personal accounts from the people that knew her. What started as a blog to show her work quickly became a viral sensation in the photography world. Photos destined for the trash heap now line gallery exhibitions a forthcoming book and this documentary film.,Documentary,Vivian Maier John Maloof Daniel Arnaud Simon Amédé Maren Baylaender Eula Biss Bindy Bitterman Roger Carlson Phil Donahue Karen Frank Dayanara Garcia Howard Greenberg Sylvain Jaussaud Patrick Kennedy Virginia Kennedy Jeffrey Duffy Levant Jennifer Levant Sarah Matthews-Ludington Mary Ellen Mark Edward Joe Matthews Linda Matthews Joel Meyerowitz Jacqueline Bruni-Maniér Cathy Bruni-Norris Anne Croghan OBrien John Perbohner Simon Philippe Carole Pohn Inger Raymond Steve Rifkin Michael Strauss Jennifer Rofé Tim Roth William Bill Sacco Mark Sage Judy Swisher Chuck Swisher Ginger Tam Zalman Usiskin Laura Usiskin Laura Walker Pamela Walker Barry Wallis,Ravine Pictures
Last Days in Vietnam,During the chaotic final weeks of the Vietnam War the North Vietnamese Army closes in on Saigon as the panicked South Vietnamese people desperately attempt to escape. On the ground American soldiers and diplomats confront a moral quandary: whether to obey White House orders to evacuate only U.S. citizens.,War Documentary,,Moxie Firecracker Films
The Salt of the Earth,During the last forty years the photographer Sebastião Salgado has been travelling through the continents in the footsteps of an ever-changing humanity. He has witnessed the major events of our recent history: international conflicts starvations and exodus… He is now embarking on the discovery of pristine territories of the wild fauna and flora of grandiose landscapes: a huge photographic project which is a tribute to the planets beauty. Salgados life and work are revealed to us by his son Juliano who went with him during his last journeys and by Wim Wenders a photographer himself.,Documentary,Sebastião Salgado Wim Wenders Juliano Ribeiro Salgado Hugo Barbier Lélia Wanick Salgado Jacques Barthélémy Régis Muller João Pessoa Mattos Leny Wanick Mattos Maria Teresa Salgado Rocha Bastos Rodrigo Ribeiro Salgado,Secretaria de Estado de Cultura do Espírito Santo Decia Films Amazonas Images Solares Fondazione delle Arti La Région Île-de-France Maison Européenne de la Photographie Serviçio Social do Comércio
Virunga,Virunga in the Democratic Republic of the Congo is Africas oldest national park a UNESCO world heritage site and a contested ground among insurgencies seeking to topple the government that see untold profits in the land. Among this ongoing power struggle Virunga also happens to be the last natural habitat for the critically endangered mountain gorilla. The only thing standing in the way of the forces closing in around the gorillas: a handful of passionate park rangers and journalists fighting to secure the parks borders and expose the corruption of its enemies. Filled with shocking footage and anchored by the surprisingly deep and gentle characters of the gorillas themselves Virunga is a galvanizing call to action around an ongoing political and environmental crisis in the Congo.,War Documentary,André Bauma Emmanuel de Merode Mélanie Gouby Rodrigue Mugaruka Katembo Vianney Kazarama,Grain Media Violet Films
Crisis Hotline: Veterans Press 1,According to the U.S. Department of Veterans Affairs one veteran dies by suicide in America every 80 minutes. While only 1% of Americans has served in the military former service members account for 20% of all suicides in the U.S. Based in Canandaigua NY and open 24 hours a day 365 days a year the Veterans Crisis Line receives more than 22000 calls each month from veterans of all conflicts who are struggling or contemplating suicide. This timely documentary spotlights the traumas endured by Americas veterans as seen through the work of the hotlines trained responders. CRISIS HOTLINE captures extremely private moments where the professionals many of whom are themselves veterans or veterans spouses can often interrupt the thoughts and plans of suicidal callers to steer them out of crisis.,Documentary,,HBO Documentary Films
Joanna,Joanna is famous because of her blog on confronting a terminal disease. The movie shows her everyday life.,Documentary,,
Our Curse,The film is a personal statement of the director and his wife who have to deal with a very rare and incurable disease of their newborn child – the Ondines Curse (also known as CCHS congenital central hypoventilation syndrome). People affected with this disease stop breathing during sleep and require a lifetime mechanical ventilation on a ventilator. The film shows the process of taming fear associated with the disease.,Documentary,Tomasz Śliwiński Magda Hueckel Leo Hueckel-Śliwiński,Warszawska Szkoła Filmowa
The Reaper (La Parka),Efrain known as the Reaper has worked at a slaughterhouse for 25 years. We will discover his deep relationship with death and his struggle to live.,Documentary,,Centro de Capacitación Cinematográfica (CCC)
White Earth,An oil boom has drawn thousands to Americas Northern Plains in search of work. Against the backdrop of a cruel North Dakota winter the stories of three children and an immigrant mother intertwine among themes of innocence home and the American Dream.,Documentary,,The Plains
Leviathan,In a Russian coastal town Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help but the mans arrival brings further misfortune for Kolya and his family.,Crime Drama,Aleksey Serebryakov Elena Lyadova Vladimir Vdovichenkov Roman Madyanov Anna Ukolova Aleksey Rozin Sergey Pokhodaev Valeriy Grishko Sergey Bachurskiy Platon Kamenev Alla Emintseva Margarita Shubina Dmitriy Bykovskiy-Romashov Sergey Borisov Igor Savochkin Igor Sergeev Kristina Pakarina Lesya Kudryashova Dmitry Kuryanov Artyom Kobzev Irina Vilkova Sergey Murzin Konstantin Telegin Olga Lapshina Mariya Shekunova Irina Ryndina Sergey Grab Irina Gavra Grigory Baranov Larisa Krupina Viktor Ryabov Marianna Shults Ruslan Khabibullov Aleksey Pavlov Andrey Kolyadov Natalia Garustovich Andrey Belozyorov Valeriy Devyatykh Aleksei Zharkov Anna Pereleshina Mariya Felyanina,Non-Stop Productions Cinema Foundation of Russia Ministry of Culture of the Russian Federation RuArts Eurimages
Tangerines,War in Abkhazia 1992. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door a wounded man is left behind and Ivo is forced to take him in.,Drama War,Lembit Ulfsak Giorgi Nakashidze Elmo Nüganen Misha Meskhi Raivo Trass Zura Begalishvili Jano Izoria Gia Gogishvili Vamekh Jangidze Aleko Begalishvili Temo Khutsishvili Giorgi Tsaava Denis Khlibov Viktor Gegeshidze Genadi Levchenko Kakha Arevadze Ann-Heliin Saadoja,Allfilm Georgianfilm
Timbuktu,Just outside of the Malian city of Timbuktu now occupied by militant Islamic rebels who impose the Sharia on civilians and inconvenience their daily life a cattleman kills a fisherman.,War Drama,Ibrahim Ahmed Toulou Kiki Layla Walet Mohamed Abel Jafri Kettly Noël Hichem Yacoubi Mehdi A.G. Mohamed Fatoumata Diawara Adel Mahmoud Cherif Salem Dendou Mamby Kamissoko Yoro Diakité Cheik A.G. Emakni Zikra Oualet Moussa Weli Kleïb Djié Sidi Omar Haidara Damien Ndjie,Les films du Worso Orange Studio Arches Films ARTE France Cinéma Dune Vision
Wild Tales,Injustice and the demands of the world can cause stress for many people. Some of them however explode. This includes a waitress serving a grouchy loan shark an altercation between two motorists an ill-fated wedding reception and a wealthy businessman who tries to buy his family out of trouble.,Comedy Thriller Drama,Ricardo Darín Leonardo Sbaraglia Érica Rivas Oscar Martínez Rita Cortese Julieta Zylberberg Darío Grandinetti María Marull Mónica Villa César Bordón Walter Donado Nancy Dupláa Luis Mazzeo María Onetto Osmar Núñez Germán de Silva Diego Velázquez Alan Daicz Diego Gentile Diego Starosta Marcelo Frasca Lucila Mangone Carlos Alberto Vavassori Juan Santiago Linari Andrea Garrote Pablo Moseinco Federico Liss Pablo Chao Noemí Ron Camila Sofía Casas Ramiro Vayo Abián Vainstein Liliana Weimer Claudio Delan Graciela Fodrini Margarita Molfino Marcelo Pozzi Paula Grinszpan Miguel Di Lemme María Laura Caccamo Pablo Machado Horacio Vay Javier Pedersoli Héctor Drachtman María Rosa López Ottonello Carlos Moyá Juan Pablo Colombo Miguel Ángel Platinado Grando Victoria Rolando González Martín Gervasoni Lucrecia Gelardi Ricardo Truppel Fiorella Pedrazzini Alejandro Angelini Cristina Blanco Daniel Merwicer Mariano Sigman Camila Franco Gustavo Bonfigli Ángel Frega Horacio Nin Uria Alfonso Grispino,El Deseo K & S Films Telefe INCAA
Guardians of the Galaxy,Light years from Earth 26 years after being abducted Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.,Adventure Action Science Fiction,Chris Pratt Zoe Saldaña Dave Bautista Vin Diesel Bradley Cooper Lee Pace Michael Rooker Karen Gillan Djimon Hounsou John C. Reilly Glenn Close Benicio del Toro Laura Haddock Sean Gunn Peter Serafinowicz Christopher Fairbank Krystian Godlewski Wyatt Oleff Gregg Henry Janis Ahern Solomon Mousley Lindsay Morton Robert Firth Melia Kreiling Tom Proctor Nick Holmes Max Wrottesley Stan Lee Nicole Alexandra Shipley Sharif Atkins Brendan Fehr Tomas Arana Mikaela Hoover Emmett Scanlan Dominic Grant Spencer Wilding Alison Lintott Alexis Rodney Nathan Fillion Keeley Forsyth Frank Gilhooley Alexis Denisof Enzo Cilenti Richard Katz Ene Frost Ronan Summers Ophelia Lovibond Laura Ortiz Marama Corlett Rosie Jones Abidemi Sobande Ekaterina Zalitko Emily Redding Stephen Blackehart Jennifer Moylan-Taylor Bruce Mackinnon Ralph Ineson Rob Zombie Naomi Ryan John Brotherton Graham Shiels James Gunn Douglas Robson Rachel Cullen Isabella Poynton Imogen Poynton David Yarovesky Miriam Lucia Josh Brolin Lloyd Kaufman Tyler Bates Seth Green Jozef Aoki Erica Melargo,Marvel Studios
Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,Science Fiction Drama Adventure,Matthew McConaughey Anne Hathaway Michael Caine Jessica Chastain Casey Affleck Wes Bentley Topher Grace Mackenzie Foy Ellen Burstyn John Lithgow Bill Irwin David Gyasi Timothée Chalamet Matt Damon Josh Stewart Leah Cairns Liam Dickinson Francis X. McCarthy William Devane Andrew Borba Elyes Gabel David Oyelowo Collette Wolfe Jeff Hephner Russ Fega Lena Georgas Brooke Smith Flora Nolan Griffen Fraser Kristian Van der Heyden William Patrick Brown Benjamin Hardy Joseph Oliveira Alexander Michael Helisek,Legendary Pictures Syncopy Lynda Obst Productions
Selma,Selma as in Alabama the place where segregation in the South was at its worst leading to a march that ended in violence forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Voting Rights Act.,History Drama,David Oyelowo Carmen Ejogo Tom Wilkinson Giovanni Ribisi Tim Roth André Holland Colman Domingo Common Stephan James Omar J. Dorsey LaKeith Stanfield Oprah Winfrey Tessa Thompson Cuba Gooding Jr. Ruben Santiago-Hudson Kent Faulcon Lorraine Toussaint Alessandro Nivola David Dwyer E. Roger Mitchell Dylan Baker Ledisi Niecy Nash-Betts Corey Reynolds Wendell Pierce Charity Jordan Nigel Thatch Trai Byers Stan Houston Jeremy Strong Tara Ochs Stephen Root Greg Maness Haviland Stillwell Charles Black Jody Thompson Henry G. Sanders Montrel Miller Jim France Michael Papajohn John Lavelle Stormy Merriwether Martin Sheen Martin Luther King Jr. Harry Belafonte Tony Bennett Sammy Davis Jr.,Pathé Harpo Films Plan B Entertainment Cloud Eight Films Ingenious Media Celador Films
Feast,This Oscar-winning animated short film tells the story of one mans love life as seen through the eyes of his best friend and dog Winston and revealed bite by bite through the meals they share.,Drama Animation Family Comedy,Stephen Apostolina Kirk Baily Ben Bledsoe David Cowgill Terri Douglas Fuschia! Jackie Gonneau Katie Lowes Brandon Scott Adam Shapiro Tommy Snider Mark Allan Stewart,Walt Disney Animation Studios Walt Disney Pictures
The Bigger Picture,You want to put her in a home; you tell her; tell her now! hisses one brother to the other. But Mother wont go and their own lives quickly unravel as she clings to life. Director Daisy Jacobs uses two-metre-high painted characters in full-size sets to tell the stark and darkly humorous tale of caring for an elderly relative. The Bigger Picture is quite simply the most innovative animated short you will see this year.,Drama Animation,Anne Cunningham Christopher Nightingale,NFTS
The Dam Keeper,In a desolate future one small town has survived because of a large windmill dam that acts as a fan to keep out pollution. The dams operator Pig works tirelessly to keep the sails spinning and protect the town despite abuse from classmates and an indifferent public. When a new student joins Pigs class nothing will be the same again.,Family Drama Animation Fantasy,Courtney Lockwood Lars Mikkelsen,Tonko House
